bed_room,area,house_age,price
4,98881,72,525000
4,10613,35,810000
4,8773,77,425000
3,7588,31,241250
4,19116,63,318700
4,5000,107,720000
3,10500,83,291000
3,38644,41,420000
2,3554,49,210000
3,11000,33,645000
5,5000,117,762000
4,7765,88,247500
3,7150,34,282500
3,22651,63,395000
3,8235,64,295000
2,5100,70,235000
3,6334,76,770000
2,4950,18,559950
4,5419,82,639000
3,8470,57,314950
3,6180,78,525000
3,11665,23,2400000
3,6272,64,820000
3,3600,113,1385000
3,5700,74,521450
3,49137,36,760750
4,115434,101,759600
3,7200,58,346150
2,3800,98,390000
5,9432,51,359950
3,5120,100,430000
4,11676,24,960000
7,41664,71,800000
3,5805,25,1010000
3,11456,54,290000
4,10296,76,1350000
3,59677,21,777000
2,4500,103,526000
3,1091,17,550000
3,8750,66,276000
5,12672,108,2500000
3,6554,74,325000
3,1754,17,365000
8,9415,57,2150000
4,3680,99,825050
3,9520,65,690000
4,6250,66,390000
3,1297,29,385000
3,7503,37,619000
4,42000,41,494000
3,13505,69,412450
3,2800,96,580000
3,22100,67,269900
4,4080,96,704300
3,6005,19,267000
4,12150,48,310000
3,10824,116,227064
3,7000,81,925000
3,11452,32,245000
3,7490,55,339888
4,7500,56,439000
2,6120,84,400000
3,15002,69,560000
2,5922,83,703011
2,4800,98,363000
4,6240,23,650000
3,9916,52,299950
3,6625,82,228950
4,11700,68,465000
3,9847,41,725000
3,14400,47,212500
4,54450,41,526000
3,10031,31,383000
3,4692,36,244000
3,3570,94,565000
8,12714,65,373000
3,9855,62,300000
5,4781,23,405000
3,14133,70,979000
4,28750,46,324888
3,3200,95,445000
3,2020,18,761000
4,4745,52,435000
3,8410,33,252000
3,10150,67,350000
3,8119,69,875000
3,8119,69,940000
3,11342,60,280000
3,4226,20,450000
3,237402,20,905000
3,20531,26,382450
3,13309,57,246700
3,9331,68,220000
3,4880,111,555750
3,8906,62,262500
2,4725,75,515000
3,21907,26,499500
1,13062,82,135000
2,7290,76,462500
4,21100,68,937500
3,9570,83,458000
4,7143,91,845000
3,40910,40,660000
3,6783,37,265000
9,6988,86,599999
3,8697,37,280000
3,189852,50,1055000
4,14125,64,875000
3,7276,63,125000
4,4904,19,634800
4,9600,60,269950
3,11612,43,359950
3,11454,45,417000
2,4122,17,389000
4,10893,27,1038000
6,11250,57,698000
4,10125,16,685000
3,7137,92,198500
4,5428,12,350000
3,387684,105,649950
3,7200,56,441000
3,11761,60,462600
4,6232,18,365070
4,7500,68,550000
5,9600,79,470000
3,10400,47,340000
4,38912,59,910000
4,8392,45,405000
4,4600,92,661000
4,7069,31,635000
2,6098,76,282000
4,10137,68,235000
3,22100,43,277500
5,8250,46,346500
5,5500,65,480000
4,6508,28,360000
3,6785,30,245000
3,1490,29,625000
5,2440,113,750500
3,9579,47,525000
4,57063,26,740000
3,7735,67,523000
3,4500,95,292000
4,9599,63,625000
3,11727,22,700000
3,1320,17,399950
4,1341,17,545000
4,6369,70,339999
4,6000,115,1210000
3,5149,21,545000
4,8400,57,260000
3,3420,32,526000
4,8540,21,701000
3,7482,56,290000
1,1799,116,330600
3,8280,75,550500
2,6426,75,430000
4,16573,16,4000000
2,4560,96,260600
5,7500,63,825000
4,8400,68,378950
4,9065,24,435000
3,1396,9,631000
3,8342,38,415000
3,7560,57,222000
3,8250,37,245000
3,10126,39,720000
3,9954,64,215000
2,2754,100,579100
4,9299,81,522500
3,3000,52,489000
3,2353,99,240000
3,3657,17,420250
4,20870,57,523000
4,6000,66,628000
4,7277,34,320000
3,7800,25,359950
2,8063,66,232000
4,5600,63,810000
4,7561,103,245000
3,8192,40,273000
5,14989,65,1191000
5,6250,107,438000
3,19600,65,400000
3,4800,73,340000
2,951,18,552000
3,4080,33,790000
3,22000,93,360000
3,15022,90,235000
2,3600,111,775000
3,9600,59,489200
3,8900,47,341000
4,6050,12,335000
3,1441,20,393500
3,8846,84,360000
4,5750,101,400800
3,5378,85,585000
4,5000,88,1600000
4,32033,30,2880500
3,13000,69,300000
4,4560,112,1045000
3,1110,25,360000
4,5453,98,665900
4,18224,113,470000
4,8164,61,581000
6,8401,45,527000
4,7245,69,423000
4,4416,98,875000
3,6903,73,410000
3,6005,27,606000
3,60840,27,654000
3,38500,65,150000
3,6771,21,373000
5,9488,124,550000
3,7604,34,512500
4,7388,21,360000
3,1480,27,369000
4,5262,21,825000
3,11475,46,255000
4,10800,78,1285000
5,8470,56,270000
3,4924,28,480680
4,7725,59,525000
3,9238,78,291500
4,13551,50,305000
3,7500,26,285000
3,29111,99,1875000
5,8000,56,329500
4,18226,40,1570000
3,7202,33,379260
3,3411,24,356000
4,8947,68,571900
3,18360,67,271500
3,10030,57,390000
3,62310,39,550000
2,2070,25,755000
2,1485,30,509500
2,6278,82,486700
2,3000,114,527500
5,3600,112,475000
3,1793,23,268000
3,50529,46,562000
4,13449,49,780000
9,4400,116,700000
3,3000,93,710000
3,5664,77,445000
3,60548,19,729000
3,1388,16,384400
6,17853,62,815000
4,4069,34,865000
3,7200,57,514000
4,13193,59,615000
4,99170,44,865000
4,6930,20,755000
4,8321,71,425000
2,9839,114,375000
4,4548,15,750000
4,5408,19,722000
3,4480,75,1011000
3,7510,28,725000
3,42180,77,170000
4,35315,42,845000
3,8771,33,271900
6,3880,47,1300000
4,7800,47,261500
3,5000,21,619500
5,15247,38,435000
3,5454,70,210000
3,4010,115,489950
4,8800,62,260000
4,8499,75,300000
4,14161,58,530000
3,14030,47,235000
3,4000,106,593500
3,80471,49,562000
3,207346,30,585000
4,20734,47,2400000
3,8901,38,199500
5,3240,110,544500
3,13370,62,394900
4,4095,15,912000
3,8102,34,260000
5,12778,60,858000
4,16454,61,1275000
4,8544,54,242150
3,7200,38,220000
3,7980,47,235000
3,10300,46,370000
3,44866,43,450000
5,6337,68,534950
4,14271,19,730000
4,32450,41,465000
3,5734,69,178000
3,7140,48,215000
3,15508,40,300000
3,7066,51,430000
3,4366,39,183000
3,1501,17,585000
3,3330,55,192950
2,7713,94,599000
3,7920,56,326500
2,5765,80,358803
3,12920,25,537000
3,24691,63,1155000
2,5889,74,156000
3,8276,85,219000
3,2700,102,1190000
5,16788,46,248000
3,196020,37,340000
5,15300,49,899100
3,10954,61,346950
3,5775,96,330000
3,8250,70,325000
3,7884,49,315000
3,1375,10,649950
3,7200,82,316000
2,3196,16,386000
2,7280,42,535000
3,1800,21,600000
4,8746,23,339000
3,7456,75,167000
3,4800,72,430000
4,9309,17,688000
3,6000,76,834500
4,8750,73,1075000
3,52272,64,250000
3,4000,98,402500
3,6435,46,432500
5,14100,52,485000
4,22000,46,560000
4,8292,34,410000
3,7344,44,455000
4,8968,49,459500
4,11305,56,371000
3,3400,22,289500
3,1263,17,395000
2,5000,101,496752
2,6800,81,227000
3,9261,39,330000
5,8610,66,480000
2,217800,48,290000
3,21336,79,281000
4,3120,98,705000
4,4000,115,1400000
4,6611,66,485000
3,1919,21,622000
3,39848,66,380000
4,19513,42,2125000
3,6380,85,561500
3,9600,52,242000
3,10726,58,348500
3,10726,58,370000
6,6663,47,752000
3,8250,39,230000
3,4977,12,715000
3,10187,56,240415
4,4080,102,562000
3,4080,107,360000
3,1246,10,659950
3,1599,12,458500
2,649,16,259950
3,6108,35,366000
4,7821,10,978000
2,6120,77,525000
3,4800,117,926300
2,6120,73,750000
2,6263,82,660000
4,7200,77,305000
2,6143,21,800000
4,9440,58,600000
2,88327,52,435000
4,4296,17,1135000
3,1017,16,318000
4,5000,114,639000
3,3900,47,453000
4,9148,69,800000
2,6800,82,437000
3,75889,99,1150000
4,8645,39,490000
4,7700,57,499950
3,10116,56,160134
3,8255,71,191000
3,7280,59,221000
4,6360,64,352800
3,10424,36,350000
4,3000,106,458000
3,189486,64,359950
3,5093,20,1050000
3,11775,82,353000
3,4468,18,717550
3,6500,47,450000
3,3090,121,167500
3,78225,48,550000
4,9684,54,939000
3,15570,76,700000
4,435600,19,480000
3,4360,95,501000
3,8625,37,580000
1,59677,25,527550
4,4687,19,399000
3,5000,67,240000
4,268329,35,353000
4,3132,114,335000
3,2554,23,475000
3,5100,98,660000
3,1948,124,551000
4,10530,56,249950
4,262666,36,1150000
3,6743,69,575000
4,11350,50,1088890
4,7306,18,515000
3,11214,65,235000
3,3243,112,796000
2,2550,40,450000
4,18834,53,2050000
4,6509,30,270000
3,27702,24,1705000
3,4108,96,565000
1,3008,114,680000
5,35069,23,5570000
4,35991,32,864500
4,18000,73,1150000
3,30476,33,335000
4,15958,27,911000
2,6625,74,425000
3,81021,75,299950
4,49658,25,864000
2,6000,85,425000
4,14490,61,374950
3,7630,56,247000
3,7161,71,475000
3,5868,21,275000
2,368517,77,355000
4,22072,65,285000
3,38869,61,1338750
2,17817,44,325000
5,40816,27,1670000
3,9994,65,402000
3,16857,24,1100000
4,9225,65,375000
5,12253,64,396000
4,9077,37,320000
3,5827,23,610000
3,7698,58,249950
4,100835,25,675000
2,7772,105,448000
3,3600,124,819000
3,18505,41,1250000
4,6031,30,225000
2,982278,20,790000
4,6000,31,685000
3,8338,23,812000
2,6400,17,705000
4,6870,19,360000
1,779,18,344000
4,6900,121,825000
3,6120,79,476500
2,5096,75,379500
3,35236,44,620000
3,7701,24,477590
3,8190,78,490000
3,5000,97,470000
3,1236,18,500000
3,7341,42,370000
2,4400,101,790000
4,18295,38,725000
4,2800,118,840000
3,11108,72,390000
3,11585,66,507000
3,6273,73,263500
3,1683,20,369000
3,5326,16,500000
2,4301,101,570000
4,7145,30,284000
2,4108,77,415000
3,3090,121,197500
4,9492,62,925000
3,6300,71,468000
3,5001,94,355000
4,6000,85,639000
3,14250,33,720000
3,6000,74,381000
3,42769,41,1050000
3,3730,19,670000
3,6658,82,400000
4,50479,37,910000
3,9427,93,294000
3,10230,56,315001
3,10723,65,360000
3,2700,122,520000
3,4560,80,474000
4,5876,20,702000
4,87497,23,728000
4,7277,31,308000
5,4443,20,2000000
3,7917,38,340000
2,10200,77,306500
3,3600,120,716000
4,44431,43,950000
5,8561,21,673200
4,6000,63,564500
4,11801,50,393000
5,5071,108,425000
3,24684,45,150000
4,106722,44,327000
4,7448,26,444900
4,14773,26,305000
3,1194,20,469000
3,7875,55,525000
3,17424,46,330000
4,4080,113,618000
4,7350,42,295500
3,46173,121,567035
4,34870,47,518000
2,9200,46,303000
4,8065,26,300000
3,7520,68,413107
3,3090,110,400000
3,6859,83,535000
4,2600,109,555000
3,6386,16,312000
3,3500,114,785200
4,11850,65,749000
3,10367,67,285000
4,5088,17,425000
3,15540,66,360000
3,6615,70,260000
3,8509,65,369000
4,11132,46,275000
3,1448,19,407000
2,5418,75,575000
3,3852,96,1236000
2,4913,88,875000
4,6811,63,320000
3,9041,70,810000
3,7620,40,274000
4,9523,65,239900
4,7808,71,450000
4,60548,64,263400
3,5967,70,265000
4,6250,64,418000
3,5737,21,390000
3,7500,115,430000
3,9705,37,1442500
2,37373,28,297000
4,7220,36,650000
2,18000,74,195000
3,108900,25,554000
3,843309,33,550000
3,4590,73,700000
4,177657,76,300000
2,8576,72,315000
3,5250,81,603000
2,3400,100,530000
3,8480,55,397500
3,5250,120,221000
4,8050,48,466000
3,5412,119,197500
3,1080,18,280000
2,3873,115,412000
2,6731,74,454000
4,228254,34,540000
5,5753,96,250000
5,35691,57,900000
5,7902,62,245000
3,7251,37,290000
2,7742,91,160000
2,7225,114,1260000
2,6050,85,325000
2,6750,77,185000
3,4990,108,477000
2,7623,82,100000
4,11481,39,345000
4,14985,59,530000
3,7156,71,203000
4,5000,20,599000
4,6000,84,370000
3,8000,70,140000
3,5100,113,500000
3,4000,95,527200
5,7015,45,549900
4,8095,18,760000
2,4400,73,319000
3,15264,27,362300
3,4505,51,421000
3,4000,79,690000
3,31798,71,640000
4,6900,46,238000
3,39640,33,789000
6,12741,57,1050000
3,4476,16,302500
4,7920,61,259950
3,28516,49,456000
3,3718,37,369950
3,197326,42,363750
3,216493,35,585000
3,6676,38,268000
5,4000,114,1200000
3,10176,119,345000
4,19850,31,539000
5,9792,40,851000
3,7200,27,900000
3,5000,79,850000
3,6500,58,390000
3,6909,69,345000
3,3150,19,534500
6,3960,53,643500
3,5520,99,1206500
2,4000,95,495000
2,4120,74,535000
4,6578,20,435000
4,1831,15,305000
4,7910,23,799000
4,15031,25,700000
3,1213,19,467000
3,7560,65,263000
4,7157,21,760000
4,4435,16,293000
3,7929,35,245000
2,10807,75,181000
3,15264,62,240000
4,7961,49,880000
3,6377,29,285000
2,6017,74,407500
4,3543,20,325000
3,10454,46,405000
3,4120,97,291700
3,18525,29,370000
3,8960,71,270000
4,7200,72,800000
3,3210,96,626500
4,8406,37,1130000
4,7545,21,399950
3,15030,66,419000
4,43995,35,1160000
4,10769,16,1405000
4,8064,57,710000
3,4840,82,650000
4,33750,40,369900
4,63118,27,641000
3,6879,73,403000
3,4000,19,1015000
4,13600,50,865000
4,23954,93,2485000
4,3588,98,810000
3,1154,19,316750
4,130244,35,652500
6,15240,62,360000
2,5100,71,208000
4,63991,32,898000
4,11934,63,295000
4,18253,46,652500
4,5764,32,560000
3,8400,67,280000
3,8584,87,289950
3,44093,46,397500
2,75132,68,380000
3,22703,36,415900
2,8645,101,475000
1,7440,96,125000
3,32670,66,238000
4,9750,71,296000
6,117612,100,475000
3,6250,114,390000
3,3750,84,425000
6,5000,103,725000
3,12134,51,605000
3,1950,118,302000
3,6000,93,886000
4,6120,106,540000
4,8400,49,435000
4,10752,32,409000
3,7280,49,405000
3,3984,20,560200
4,7208,49,324000
4,8290,25,390000
2,5000,86,414000
3,4670,26,441500
3,5146,32,375000
4,5500,25,668500
5,10202,84,540000
4,11240,64,1035000
4,4920,10,1345000
4,9549,68,758000
4,10687,46,949880
3,4089,97,570000
4,12047,36,736000
3,4400,118,670000
4,8400,75,1130000
4,3976,110,650000
2,4000,106,690000
4,45738,36,610000
2,4000,100,413500
3,9752,56,765000
4,7081,23,828200
2,4397,106,205000
3,5175,29,465000
4,5402,19,556000
4,4169,30,540000
4,4254,20,423000
3,14766,61,375000
3,12696,88,173250
3,12030,21,599900
5,4461,48,646000
5,17811,23,1075000
4,3870,124,558000
2,5225,75,354000
4,9517,34,1195000
4,4200,115,670000
6,9378,46,1125000
2,12250,76,267500
4,4708,22,299800
4,9120,66,430000
5,3040,103,775000
3,5214,80,333000
3,11765,73,336000
2,1712,79,323000
4,56628,23,575000
2,2079,16,328000
3,4600,98,572500
3,5100,116,600000
4,7242,21,412000
3,7200,64,827500
4,17349,30,300000
3,5040,39,415000
7,4056,118,750000
3,4000,110,800000
3,6000,70,420000
3,8250,67,266000
4,10590,20,499000
4,5750,77,440000
3,12196,106,495000
2,5300,73,630000
3,6818,52,424000
4,36183,38,760000
4,15704,34,650000
4,10018,64,248500
3,12420,62,379600
4,10032,46,538000
4,6360,36,530000
4,9720,57,545000
4,35261,39,925000
4,48787,41,565000
2,3522,77,405100
3,8800,61,502000
3,3000,21,425000
3,2958,39,233500
3,10341,38,287000
3,8775,58,190000
3,31510,45,666000
2,3090,115,330000
5,7821,66,1490000
3,10256,37,393000
4,4627,26,353000
2,6720,108,260000
3,2551,23,680000
3,11200,61,921000
2,6380,75,319000
3,10881,41,280000
3,6300,82,220000
3,5200,47,219000
4,7171,36,528000
3,8100,75,405000
3,1618,10,372977
4,5900,114,934550
3,9900,84,1465000
4,5350,66,975000
5,13806,34,800866
7,16264,44,950000
4,4140,122,624000
5,8442,61,1850000
3,9876,71,310000
3,6800,56,315000
3,5973,82,675000
3,8208,59,490000
5,6350,66,600000
2,20524,75,154000
4,6500,60,480000
3,7500,70,196900
3,39370,35,735000
3,8748,38,205500
2,1040,10,357186
4,6754,26,275000
3,12026,76,248500
3,7836,34,350000
4,47250,37,390000
3,12240,68,390000
5,14913,45,660000
3,8263,74,310000
3,5137,24,717000
5,11250,60,260000
3,5001,64,745000
4,12042,49,470000
3,8820,27,429000
4,7140,55,220000
3,1850,17,497000
3,4000,115,716100
4,94525,45,371000
5,25175,63,379000
3,8500,70,937500
4,4500,118,720000
3,2306,100,616000
3,7120,36,259000
3,3825,120,538000
3,9576,58,605000
3,7603,57,369950
3,4220,22,310000
3,9450,64,227500
4,7400,51,274000
3,8088,37,410000
3,78408,60,354800
4,5120,70,650000
3,13862,30,353000
3,12745,47,224975
2,13054,73,600000
3,7700,48,437500
3,6093,25,567000
5,11656,61,225000
2,9330,83,255000
5,7500,102,2479000
2,4600,73,370000
4,8800,49,675000
3,4268,71,285000
3,37904,51,310000
4,7245,52,475000
4,5034,18,410000
4,5950,77,895000
3,7733,83,375000
4,4694,21,349000
3,4400,121,650500
3,15120,74,760000
4,3960,38,480000
4,16145,31,689000
3,5000,113,415000
3,6110,56,195000
5,9956,57,318000
4,35621,35,404000
2,3090,99,339950
3,7897,45,215000
3,7423,34,339900
1,3211,42,285000
3,5000,77,550000
4,9000,60,430000
3,7790,57,219000
2,4750,77,555000
3,7686,35,233000
3,19501,52,248000
5,9200,49,454000
4,4418,93,950000
3,7857,44,359000
5,8230,62,407500
3,7300,60,224000
2,4590,70,210000
4,9824,56,261000
3,1706,26,719000
3,3738,30,440000
3,10362,26,525000
3,9720,56,375000
2,1960,38,428000
5,7910,10,988830
3,6225,75,199950
4,3671,95,840000
3,7006,32,285000
5,4972,18,330000
3,10125,64,147500
4,7125,46,320000
3,9000,57,382500
5,8208,98,2048000
4,10000,50,596000
4,7280,45,220000
3,6818,31,325000
4,5664,23,679950
2,6911,77,175000
3,10050,58,268000
4,110579,27,715000
7,36384,55,600000
0,5900,71,228000
5,35880,32,950000
2,224334,41,475000
3,78408,61,700000
3,20700,62,275000
3,20700,62,369500
4,7575,46,215000
4,7172,60,593450
2,4614,16,498800
5,6534,73,849000
4,4875,99,1151250
5,5110,21,825000
3,9769,35,265000
4,10400,39,285000
3,7931,45,240000
4,17739,66,261000
4,7350,46,330000
4,7560,46,250000
4,9538,31,350000
3,35273,38,930000
3,8050,44,275000
4,7620,55,325000
1,5000,88,255000
3,5250,81,562200
2,88909,44,952000
3,7350,36,365000
3,11996,55,332900
3,18360,41,721000
4,3986,25,487275
3,5791,29,310000
2,4800,116,245000
3,10573,60,325000
3,9401,53,550000
2,4500,118,350000
5,72309,18,599000
3,9500,69,259950
4,7264,28,240000
3,10080,55,186000
3,15028,42,395000
4,5757,20,475000
5,10794,28,815000
3,13751,73,572000
3,3188,38,419500
3,7350,44,298700
2,13392,77,549000
3,9994,64,278000
4,4500,98,455000
5,13495,36,925000
2,1201,25,465000
4,2970,25,620000
4,7650,61,499900
5,11422,62,620000
3,6120,83,450000
4,2147,17,690000
5,16672,55,1895000
5,16672,55,1940000
3,9527,73,832500
3,9678,69,245000
3,18935,34,820000
4,6495,19,369000
4,8331,10,1050000
3,5067,31,653000
2,10500,44,220650
5,6355,17,300000
4,20023,23,970000
4,5451,20,360000
3,5760,24,672500
4,7020,71,268000
4,3245,95,440000
3,7200,43,1400000
4,11072,38,590000
4,22860,62,359000
4,7632,46,266500
4,8679,10,635000
3,217800,23,559000
4,38985,35,895000
2,118047,63,625000
4,9320,67,650000
4,7840,67,312500
3,6099,80,225000
4,8400,56,425000
3,41250,36,329999
5,9225,51,572000
4,5048,22,386500
2,5000,120,452000
4,6324,81,278000
3,43647,48,474900
2,6574,78,450000
2,5100,124,611000
2,2064,20,214100
3,5011,12,317000
4,12528,45,1000000
5,5700,78,1000000
4,7200,19,525000
3,6680,41,436000
3,9154,41,450000
3,14892,44,588500
4,8374,71,340000
4,85377,24,482000
4,131116,19,1575000
3,7126,59,749000
3,7875,56,330000
3,1279,16,568000
3,8925,67,239000
3,4932,21,528000
4,5102,30,385000
4,14219,45,825000
5,5000,22,815000
4,34335,29,625000
3,6000,69,690000
3,7440,67,210000
4,4280,100,599000
3,5584,73,860000
3,9600,70,147200
3,5758,114,476900
4,36254,46,450000
4,11816,25,570000
3,3060,114,567500
5,20446,48,790000
3,12686,72,875000
3,10275,44,490000
3,9133,46,335000
3,10798,62,550000
3,10541,43,385000
3,8085,48,395000
2,5750,96,650000
4,5803,17,637000
3,9900,61,692500
3,15844,60,322400
3,10517,67,233500
3,11413,40,400000
5,4080,108,547000
5,13054,74,519000
4,19850,47,1025000
3,6435,69,365000
5,36817,46,699000
3,8000,56,525000
4,8936,34,430000
3,7500,58,325000
2,6300,82,279000
4,4750,113,805000
3,3962,75,419950
2,4455,97,425000
4,5922,75,446000
5,7860,61,455000
3,4440,81,226550
3,4080,120,764000
3,15000,46,439950
4,5100,72,453000
3,9620,53,219950
3,6750,98,702500
3,12231,68,285000
2,2578,19,798750
2,5316,76,320000
3,14630,39,425000
4,4450,20,540000
4,14757,19,1060000
4,4500,11,1165000
3,13891,73,576000
3,7200,47,525000
4,8615,26,324950
3,77536,43,600000
3,5400,23,464000
4,7102,43,266000
3,74390,26,775000
3,4800,72,415000
4,6731,21,550000
3,7606,34,235000
3,8089,37,280000
3,7807,48,459000
3,7615,55,195000
3,8738,65,235000
4,16650,59,711800
3,1032,17,440000
2,3300,108,515000
5,9480,85,1200000
3,12443,59,560000
3,11249,39,340000
2,3500,112,600000
4,7938,27,764000
4,8779,23,337000
6,20000,47,1385000
4,7552,105,249000
3,35782,46,350000
3,6000,31,269950
3,108900,46,735000
4,4000,84,1295000
4,7560,50,475000
3,8459,35,339000
4,15160,27,600000
4,4760,106,397500
4,111078,20,1525000
3,9055,39,460000
4,5207,73,370000
4,7296,67,250000
4,60123,24,1100000
2,1516,16,430000
3,4000,97,1085000
3,8160,72,670000
3,11895,70,461550
3,2386,10,479990
4,4663,19,643000
3,12813,36,607000
3,10092,40,625000
3,8778,71,731100
3,434728,25,859000
4,10375,38,435000
3,15600,76,465000
3,6380,97,740000
3,9478,63,740000
3,7280,44,250000
2,1763,15,656000
4,8058,32,300000
3,214315,70,643000
4,6124,17,311000
3,7482,49,360000
4,10043,56,475000
3,1778,16,469950
3,8750,64,240000
2,8100,88,232000
3,81893,33,350000
2,33747,96,803000
3,7000,44,355000
4,2250,115,475000
3,9825,36,823000
2,3060,106,395000
4,5250,61,499000
2,3136,120,420000
3,14000,25,961500
4,12238,57,833000
3,11319,46,479000
4,10422,28,1150000
3,8100,80,267000
4,94525,36,555000
3,9725,37,490000
4,3400,109,619000
5,28185,61,569950
3,3000,119,549000
3,7245,62,422500
4,9681,44,400000
4,7984,25,692500
4,5499,22,310000
3,8820,47,499900
3,7335,41,492000
2,40575,37,460000
3,2640,105,800000
4,4200,99,832600
4,7350,35,470000
2,4500,21,542000
4,13912,19,1309500
4,7500,65,308130
2,2699,19,310000
2,8015,77,235000
3,7560,66,215000
4,10403,65,210000
4,150282,34,730000
3,9342,43,245000
3,20018,76,540000
4,6078,23,299000
3,40106,33,510000
4,7200,58,198000
5,7452,25,950000
4,7600,46,300000
5,8580,62,528000
5,16249,22,507000
4,6384,23,770000
3,7210,49,255000
1,3451,46,220000
5,5349,19,690700
2,8380,71,447000
6,4505,72,755000
4,6000,84,700000
4,7700,44,250000
3,6969,21,320000
4,14667,35,565000
5,4500,85,754300
3,9000,75,650000
4,8455,21,529888
3,9812,24,432000
3,7670,69,235000
4,6556,10,994900
4,8442,24,489000
4,7427,14,800000
4,9957,52,370000
4,9600,45,436000
3,3757,18,395000
5,8399,82,377691
5,5185,21,370000
3,4394,37,515000
3,7686,55,169000
3,4268,103,475000
3,6180,25,420000
6,9420,124,1297000
3,13300,39,822000
4,25697,60,1500000
3,6810,36,485000
4,8505,68,270000
6,11250,46,300000
4,7728,17,878000
3,4203,23,590000
1,2100,78,611900
3,7373,56,240000
4,10951,21,395000
3,7110,67,169000
3,14972,61,200500
3,7140,34,308000
3,7885,41,290256
3,8800,57,279950
3,7875,45,195000
3,13000,79,630000
4,15438,122,1160000
3,3896,30,478000
3,6690,80,835000
3,2421,19,639000
4,12633,40,623000
3,7680,65,220000
3,18099,46,526000
2,5016,76,243500
4,4930,24,750000
4,9126,61,329000
4,4000,104,525000
2,3101,76,190000
4,10800,69,772650
3,4038,35,355000
3,54450,44,650000
3,3600,114,678500
4,11877,28,669950
3,18450,41,850000
3,3885,22,572000
3,13002,40,492450
3,11866,64,813000
3,9732,57,710000
3,2400,113,792500
5,7725,63,285900
3,12972,43,389000
3,2833,58,675000
2,33801,93,352000
4,11588,24,1050000
4,10400,59,768500
4,7778,63,500000
3,8800,68,685000
4,5700,73,648475
6,6600,30,655000
4,4000,99,895000
3,9554,62,195000
4,7350,35,368000
4,13609,23,997000
3,19991,47,335000
3,7258,40,250000
3,8980,39,278500
4,7300,51,260000
2,6141,104,162500
4,8316,74,239000
4,5122,20,600000
4,7778,26,350000
5,8131,19,852500
3,5490,16,485000
3,8320,71,299000
2,6509,72,227450
3,5612,82,383000
2,392475,26,835000
5,2992,93,760000
2,3000,100,532500
3,26359,26,635000
3,3072,112,438500
3,9361,88,545500
3,9549,68,675000
3,4080,96,450000
3,10815,124,199999
3,16170,36,375000
4,43847,42,600000
3,7123,65,292600
5,8904,68,1038000
3,4959,79,610000
4,9451,31,397450
3,15528,61,382000
3,7667,58,370000
3,7667,58,520000
2,7906,76,260000
4,7200,10,890000
5,8412,78,344000
3,8498,66,205000
5,8550,61,379000
3,12094,42,424240
3,12094,42,589950
4,4650,73,582000
3,7709,35,349000
3,12005,58,658000
5,5000,109,294000
5,7598,31,690000
3,5000,112,600000
3,5200,55,199990
3,8850,65,220000
4,15750,48,440000
4,1994,10,439990
4,7208,18,815000
4,3766,29,535000
3,10016,49,215000
3,35012,59,605000
3,7278,34,349900
3,5510,84,495000
3,4900,27,515100
4,55387,30,620000
4,10370,44,657500
5,8250,61,250000
5,8250,61,385000
3,7500,48,307000
3,9253,30,288000
3,7200,80,226450
3,6991,57,390000
3,10236,53,350000
3,7884,55,368000
2,4284,103,469000
3,150270,39,865000
5,15916,57,515000
3,8560,45,410000
4,43560,56,210000
3,7700,55,460000
4,9654,45,241500
4,19000,49,322200
4,6000,81,279000
2,27007,81,303000
3,6615,74,420000
3,18335,63,249000
3,8840,72,294950
4,3997,20,1315000
3,4800,71,335000
4,8051,89,1155000
2,3708,98,520000
4,8800,59,560000
4,7464,65,243400
3,14404,36,405000
2,14695,94,495000
4,7095,32,350000
5,7601,32,368500
2,8236,76,99000
4,12320,23,1070000
4,7724,41,430000
3,8475,61,412500
4,62365,36,1122500
4,35062,36,915000
3,7620,30,535000
3,8676,45,390000
3,3135,80,499000
3,7955,61,375000
4,7620,29,349000
3,7482,60,635000
4,8009,23,682000
4,16770,58,321027
2,4120,109,150000
3,17583,55,410000
3,4080,101,449950
6,7144,111,194990
4,8775,68,475000
5,3000,116,530000
4,7643,13,319950
3,9435,46,210000
3,3330,99,485000
4,10240,26,774000
4,8208,66,478000
4,5280,100,385000
4,43017,35,595000
3,7117,64,285000
4,4004,20,723000
3,16000,64,279000
3,7560,66,195000
2,2192,99,625000
3,9314,45,270000
2,5520,18,559000
4,14834,48,474000
4,7345,32,303500
3,8645,75,350000
5,10064,84,367500
5,10064,84,595000
3,118483,43,589000
3,87213,50,585000
3,8801,48,482975
4,4499,21,365500
4,7800,52,570000
3,8040,34,335000
4,4815,110,767500
3,1613,10,386591
3,5750,111,279000
4,32780,26,620000
4,23400,66,407000
3,213879,30,364250
4,9292,45,399000
3,30007,32,766950
4,4232,20,710000
3,4120,95,320000
3,3253,23,300000
3,9187,31,263000
3,4408,28,445000
3,9001,67,554000
2,5100,118,335000
4,6964,37,307000
3,8160,77,404000
4,5250,21,775000
3,9126,68,220000
4,9750,41,518000
4,9486,19,1600000
1,2550,45,315000
4,11349,33,572650
2,9205,103,350000
2,5850,124,285000
3,7247,29,231000
3,5200,55,179000
3,9625,61,244000
3,11662,81,185850
6,12033,54,610000
4,9155,19,419000
3,6400,67,779000
5,14134,20,695000
